STATE,DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,0V,DEC,ANNUAL RAINFALL,FLOOD 
109,109005,2007,312.06,134.02,218.11,431.92,84.93,192.24,165.32,147.61,151.48,304.78,212.3,201.4,2556.16,1
109,109005,2008,282.32,148.74,425.17,260.48,102.12,198.73,146.81,235.5,174.52,360.51,376.64,218.05,2929.58,1
109,109005,2009,245.26,205.3,320.33,216.39,85.55,119.71,138.73,191.7,211.09,232.15,313.73,372.33,2652.26,1
109,109005,2010,177.31,198.12,187.53,321.13,308.1,193.81,194.02,172.02,221.04,123.14,260.56,245.42,2602.19,1
109,109006,2000,270.05,129.88,170.86,233.46,135.34,123.37,170.57,248.04,238.58,256.56,300.42,302.92,2580.06,0
109,109006,2001,299.3,145.11,192.28,403.58,132.05,169.42,188.04,176.43,180.31,269.01,213.05,163.15,2531.72,0
109,109006,2002,92.4,96.7,171.17,369.98,119.85,111.09,218.52,224.52,271.64,201.08,329.2,251.68,2457.83,0
109,109006,2003,185.13,195.34,251.19,321.73,115.68,110.07,185.07,149.85,151.24,282.08,330.59,241.28,2519.27,0
109,109006,2004,172.69,210.29,226.9,259.04,123.41,63.41,274.11,147.94,162.65,288.6,304.22,128.44,2361.71,0
109,109006,2005,54.09,139.43,185.45,202.73,195.68,82.52,210.25,234.8,162.03,297.81,205.44,221.39,2191.62,0
109,109006,2006,243.56,296.71,201.66,206.98,192.13,148.43,164.12,213.61,239.28,303.62,381.37,315.09,2906.55,0
109,109006,2007,290.04,132.97,216.23,413.26,109.44,188.65,170.45,159.16,156.2,329.53,207.2,180.24,2553.36,1
109,109006,2008,254.74,134.73,403.32,263.78,117.39,211.37,158.31,228.66,167.73,322.36,357.38,212.15,2831.92,0
109,109006,2009,196.68,209.6,286.38,209.47,67.61,116.53,149.16,193.28,221.87,225.75,300.62,342.35,2519.3,1
109,109006,2010,160.77,203.64,198.17,328.65,284.3,232.12,192.7,190.42,218.11,127.75,257.37,229.66,2623.66,0
113,113001,2000,289.55,130.63,161.39,261.56,150.46,113.07,145.59,226.88,252.68,273.48,296.02,300.09,2601.4,0
113,113001,2001,321.91,123.64,211.99,409.64,114.42,157.76,171.41,141.55,186.73,259.82,214.98,167.77,2481.62,1
113,113001,2002,108.33,110.15,149.04,370.64,108.59,109.87,144.52,194.4,294.26,234.93,336.46,265.37,2426.55,1
113,113001,2003,187.95,206.91,241.65,296.69,108.79,124.81,182.16,154.07,144.02,324.84,360.99,252.73,2585.6,1
113,113001,2004,205.66,241.87,204.05,261.48,109.85,57.1,298.05,114.05,166.87,288.71,327.46,165.93,2441.07,1
113,113001,2005,62.79,145.51,181.78,212.47,185.74,91.39,184.12,191.33,174.57,313.82,211.53,242.81,2197.86,1
113,113001,2006,255.67,347.78,216.49,217.79,191.14,141.23,148.65,202.05,263.31,321.45,392.86,291.48,2989.89,1
113,113001,2007,312.06,134.02,218.11,431.92,84.93,192.24,165.32,147.61,151.48,304.78,212.3,201.4,2556.16,1
113,113001,2008,282.32,148.74,425.17,260.48,102.12,198.73,146.81,235.5,174.52,360.51,376.64,218.05,2929.58,1
113,113001,2009,245.26,205.3,320.33,216.39,85.55,119.71,138.73,191.7,211.09,232.15,313.73,372.33,2652.26,1
113,113001,2010,177.31,198.12,187.53,321.13,308.1,193.81,194.02,172.02,221.04,123.14,260.56,245.42,2602.19,1
105,105001,2000,270.05,129.88,170.86,233.46,135.34,123.37,170.57,248.04,238.58,256.56,300.42,302.92,2580.06,0
105,105001,2001,299.3,145.11,192.28,403.58,132.05,169.42,188.04,176.43,180.31,269.01,213.05,163.15,2531.72,0
105,105001,2002,92.4,96.7,171.17,369.98,119.85,111.09,218.52,224.52,271.64,201.08,329.2,251.68,2457.83,0
105,105001,2003,185.13,195.34,251.19,321.73,115.68,110.07,185.07,149.85,151.24,282.08,330.59,241.28,2519.27,0
105,105001,2004,172.69,210.29,226.9,259.04,123.41,63.41,274.11,147.94,162.65,288.6,304.22,128.44,2361.71,0
105,105001,2005,54.09,139.43,185.45,202.73,195.68,82.52,210.25,234.8,162.03,297.81,205.44,221.39,2191.62,0
105,105001,2006,243.56,296.71,201.66,206.98,192.13,148.43,164.12,213.61,239.28,303.62,381.37,315.09,2906.55,0
105,105001,2007,290.04,132.97,216.23,413.26,109.44,188.65,170.45,159.16,156.2,329.53,207.2,180.24,2553.36,1
105,105001,2008,254.74,134.73,403.32,263.78,117.39,211.37,158.31,228.66,167.73,322.36,357.38,212.15,2831.92,0
105,105001,2009,196.68,209.6,286.38,209.47,67.61,116.53,149.16,193.28,221.87,225.75,300.62,342.35,2519.3,0
105,105001,2010,160.77,203.64,198.17,328.65,284.3,232.12,192.7,190.42,218.11,127.75,257.37,229.66,2623.66,0
105,105002,2000,231.12,142.74,177.16,188.06,88.42,144.45,203.78,246.16,207.76,230.71,271.39,293.68,2425.44,0
105,105002,2001,257.48,170.84,160.55,333.02,159.3,171.98,192.91,229.37,152.78,277.59,207.9,205.42,2519.13,1
105,105002,2002,75.61,61.23,200.62,317.21,156.73,107.13,341.32,245.79,217.59,123.54,274.41,232.77,2353.94,1
105,105002,2003,193.95,179.57,236.96,331.36,124.17,84.35,178.78,131.15,174.21,247.49,242.64,227.99,2352.63,0
105,105002,2004,139.73,121.38,253.31,215.09,153.02,90.28,194.14,203.66,154.38,306.7,222.91,105.33,2159.92,1
105,105002,2005,51.45,93.53,163.38,171.01,218.36,68.27,234.98,307.62,132.12,268.09,247.55,205.03,2161.37,1
105,105002,2006,210.59,188.46,159.86,188.25,195.93,156.51,183.1,222.94,178.44,235.08,299.79,374.95,2593.9,1
105,105002,2007,248.27,96.59,175.86,284.49,162.45,172.52,182.33,189.68,167.46,362.9,202.5,209.05,2454.1,1
105,105002,2008,181.28,121.33,316.62,229.22,138.88,212.58,197.34,243.47,166.1,251.09,284.73,213.32,2555.96,1
105,105002,2009,127.84,172.46,228.69,178.34,79.65,103.69,168.21,200.9,237.45,220.5,276.63,318.91,2313.27,1
105,105002,2010,132.35,147.8,189.22,282.07,204.16,281.77,184.29,205.93,183.01,121.62,259.54,220.18,2411.96,1
104,104001,2000,231.12,142.74,177.16,188.06,88.42,144.45,203.78,246.16,207.76,230.71,271.39,293.68,2425.44,0
104,104001,2001,257.48,170.84,160.55,333.02,159.3,171.98,192.91,229.37,152.78,277.59,207.9,205.42,2519.13,1
104,104001,2002,75.61,61.23,200.62,317.21,156.73,107.13,341.32,245.79,217.59,123.54,274.41,232.77,2353.94,0
104,104001,2003,193.95,179.57,236.96,331.36,124.17,84.35,178.78,131.15,174.21,247.49,242.64,227.99,2352.63,0
104,104001,2004,139.73,121.38,253.31,215.09,153.02,90.28,194.14,203.66,154.38,306.7,222.91,105.33,2159.92,0
104,104001,2005,51.45,93.53,163.38,171.01,218.36,68.27,234.98,307.62,132.12,268.09,247.55,205.03,2161.37,0
104,104001,2006,210.59,188.46,159.86,188.25,195.93,156.51,183.1,222.94,178.44,235.08,299.79,374.95,2593.9,0
104,104001,2007,248.27,96.59,175.86,284.49,162.45,172.52,182.33,189.68,167.46,362.9,202.5,209.05,2454.1,0
104,104001,2008,181.28,121.33,316.62,229.22,138.88,212.58,197.34,243.47,166.1,251.09,284.73,213.32,2555.96,0
104,104001,2009,127.84,172.46,228.69,178.34,79.65,103.69,168.21,200.9,237.45,220.5,276.63,318.91,2313.27,0
104,104001,2010,132.35,147.8,189.22,282.07,204.16,281.77,184.29,205.93,183.01,121.62,259.54,220.18,2411.96,0
104,104002,2000,231.12,142.74,177.16,188.06,88.42,144.45,203.78,246.16,207.76,230.71,271.39,293.68,2425.44,0
104,104002,2001,257.48,170.84,160.55,333.02,159.3,171.98,192.91,229.37,152.78,277.59,207.9,205.42,2519.13,1
104,104002,2002,75.61,61.23,200.62,317.21,156.73,107.13,341.32,245.79,217.59,123.54,274.41,232.77,2353.94,1
104,104002,2003,193.95,179.57,236.96,331.36,124.17,84.35,178.78,131.15,174.21,247.49,242.64,227.99,2352.63,0
104,104002,2004,139.73,121.38,253.31,215.09,153.02,90.28,194.14,203.66,154.38,306.7,222.91,105.33,2159.92,1
104,104002,2005,51.45,93.53,163.38,171.01,218.36,68.27,234.98,307.62,132.12,268.09,247.55,205.03,2161.37,0
104,104002,2006,210.59,188.46,159.86,188.25,195.93,156.51,183.1,222.94,178.44,235.08,299.79,374.95,2593.9,1
104,104002,2007,248.27,96.59,175.86,284.49,162.45,172.52,182.33,189.68,167.46,362.9,202.5,209.05,2454.1,1
104,104002,2008,181.28,121.33,316.62,229.22,138.88,212.58,197.34,243.47,166.1,251.09,284.73,213.32,2555.96,1
104,104002,2009,127.84,172.46,228.69,178.34,79.65,103.69,168.21,200.9,237.45,220.5,276.63,318.91,2313.27,1
104,104002,2010,132.35,147.8,189.22,282.07,204.16,281.77,184.29,205.93,183.01,121.62,259.54,220.18,2411.96,1
104,104003,2000,231.12,142.74,177.16,188.06,88.42,144.45,203.78,246.16,207.76,230.71,271.39,293.68,2425.44,0
104,104003,2001,257.48,170.84,160.55,333.02,159.3,171.98,192.91,229.37,152.78,277.59,207.9,205.42,2519.13,1
104,104003,2002,75.61,61.23,200.62,317.21,156.73,107.13,341.32,245.79,217.59,123.54,274.41,232.77,2353.94,1
104,104003,2003,193.95,179.57,236.96,331.36,124.17,84.35,178.78,131.15,174.21,247.49,242.64,227.99,2352.63,0
104,104003,2004,139.73,121.38,253.31,215.09,153.02,90.28,194.14,203.66,154.38,306.7,222.91,105.33,2159.92,1
104,104003,2005,51.45,93.53,163.38,171.01,218.36,68.27,234.98,307.62,132.12,268.09,247.55,205.03,2161.37,1
104,104003,2006,210.59,188.46,159.86,188.25,195.93,156.51,183.1,222.94,178.44,235.08,299.79,374.95,2593.9,1
104,104003,2007,248.27,96.59,175.86,284.49,162.45,172.52,182.33,189.68,167.46,362.9,202.5,209.05,2454.1,1
104,104003,2008,181.28,121.33,316.62,229.22,138.88,212.58,197.34,243.47,166.1,251.09,284.73,213.32,2555.96,1
104,104003,2009,127.84,172.46,228.69,178.34,79.65,103.69,168.21,200.9,237.45,220.5,276.63,318.91,2313.27,1
104,104003,2010,132.35,147.8,189.22,282.07,204.16,281.77,184.29,205.93,183.01,121.62,259.54,220.18,2411.96,0
101,101001,2000,265.33,193.8,194.79,246.99,87.67,165.19,179.32,162.75,150.42,198.21,342.69,262.83,2449.99,0
101,101001,2001,334.88,137.17,235.38,240.8,168.73,155.8,157.6,211.65,159.95,267.4,214.4,446,2729.77,0
101,101001,2002,160.81,46.78,124.42,187.21,216.68,103.32,321.76,148.01,154.03,48.7,278.73,245.21,2035.66,0
101,101001,2003,225.45,177.89,182.04,245.99,103.7,62.83,165.15,163.79,200.3,299.76,170.25,261.14,2258.29,0
101,101001,2004,385.82,45.57,267.76,125.13,190.27,140.67,161.29,210.36,166.78,226.68,189.82,138.67,2248.81,0
101,101001,2005,128.03,40.08,125.61,134.59,299.37,78.19,167.54,210.39,154.9,293.43,331.8,185.28,2149.21,0
101,101001,2006,320.93,132.63,114.67,231.87,206.7,213.3,201.46,180.38,121.61,151.25,215.57,620.89,2711.28,1
101,101001,2007,387.12,92.85,225.02,211.51,174.77,173.2,178.24,203.53,167.77,327.83,269.15,317.62,2728.6,1
101,101001,2008,181.81,133.8,285.83,176.5,133.54,180.38,208.12,275.48,180.35,219.17,275.39,223.39,2473.75,0
101,101001,2009,65.82,134.85,239.37,151.28,153.65,106.89,179.75,203.84,194.64,214.54,276.93,262.35,2183.92,0
101,101001,2010,77.21,50.37,230.84,214.34,177.07,273.91,236.18,194.46,190.55,157.23,271.72,193.8,2267.67,0
101,101002,2000,231.12,142.74,177.16,188.06,88.42,144.45,203.78,246.16,207.76,230.71,271.39,293.68,2425.44,0
101,101002,2001,257.48,170.84,160.55,333.02,159.3,171.98,192.91,229.37,152.78,277.59,207.9,205.42,2519.13,1
101,101002,2002,75.61,61.23,200.62,317.21,156.73,107.13,341.32,245.79,217.59,123.54,274.41,232.77,2353.94,0
101,101002,2003,193.95,179.57,236.96,331.36,124.17,84.35,178.78,131.15,174.21,247.49,242.64,227.99,2352.63,0
101,101002,2004,139.73,121.38,253.31,215.09,153.02,90.28,194.14,203.66,154.38,306.7,222.91,105.33,2159.92,0
101,101002,2005,51.45,93.53,163.38,171.01,218.36,68.27,234.98,307.62,132.12,268.09,247.55,205.03,2161.37,0
101,101002,2006,210.59,188.46,159.86,188.25,195.93,156.51,183.1,222.94,178.44,235.08,299.79,374.95,2593.9,1
101,101002,2007,248.27,96.59,175.86,284.49,162.45,172.52,182.33,189.68,167.46,362.9,202.5,209.05,2454.1,1
101,101002,2008,181.28,121.33,316.62,229.22,138.88,212.58,197.34,243.47,166.1,251.09,284.73,213.32,2555.96,0
101,101002,2009,127.84,172.46,228.69,178.34,79.65,103.69,168.21,200.9,237.45,220.5,276.63,318.91,2313.27,0
101,101002,2010,132.35,147.8,189.22,282.07,204.16,281.77,184.29,205.93,183.01,121.62,259.54,220.18,2411.96,1
101,101005,2000,223.39,162.3,182.18,217.71,76.25,162.91,192.98,194.56,172.14,204.52,290.4,278.88,2358.22,0
101,101005,2001,278.93,157.74,184.49,275.73,171.14,159.27,170.91,227.44,147.45,284.89,213.1,319.75,2590.86,0
101,101005,2002,117.48,43.59,185.86,253.14,201.76,106.97,351.84,194.78,183.4,69.08,260.61,249.58,2218.08,1
101,101005,2003,223.48,181.54,215.99,295.76,123.16,76.22,164.32,137.66,205.43,265.33,204.58,254.4,2347.87,1
101,101005,2004,249.61,73.33,274.61,177.55,174.06,122.58,152.8,209.36,160.8,291.18,191.47,112.8,2190.14,1
101,101005,2005,87.85,56.55,140.28,155.8,257.98,68.24,219.63,294.1,136.49,275.72,298.63,199.21,2190.48,1
101,101005,2006,250.95,128.8,132.37,205.81,210.7,182.46,188.3,206.86,130.89,179.51,226.42,496.79,2539.87,1
101,101005,2007,296.71,89.81,192.28,219.4,186.63,162.43,181.93,203.73,176.38,355.2,234.91,249.35,2548.75,1
101,101005,2008,158.75,117.61,280.72,199.74,138.37,200.51,211.47,258.11,181.35,215.1,258.34,209.05,2429.12,0
101,101005,2009,76.76,143.62,228.71,161.99,115.52,100.21,175.2,205.22,223.75,220.25,270.4,285.35,2206.97,1
101,101005,2010,115.88,90.84,219.18,243.24,176,288.39,209.89,207.97,187.26,138.95,260.09,198.01,2335.7,1
101,101006,2000,223.39,162.3,182.18,217.71,76.25,162.91,192.98,194.56,172.14,204.52,290.4,278.88,2358.22,0
101,101006,2001,278.93,157.74,184.49,275.73,171.14,159.27,170.91,227.44,147.45,284.89,213.1,319.75,2590.86,0
101,101006,2002,117.48,43.59,185.86,253.14,201.76,106.97,351.84,194.78,183.4,69.08,260.61,249.58,2218.08,0
101,101006,2003,223.48,181.54,215.99,295.76,123.16,76.22,164.32,137.66,205.43,265.33,204.58,254.4,2347.87,0
101,101006,2004,249.61,73.33,274.61,177.55,174.06,122.58,152.8,209.36,160.8,291.18,191.47,112.8,2190.14,0
101,101006,2005,87.85,56.55,140.28,155.8,257.98,68.24,219.63,294.1,136.49,275.72,298.63,199.21,2190.48,0
101,101006,2006,250.95,128.8,132.37,205.81,210.7,182.46,188.3,206.86,130.89,179.51,226.42,496.79,2539.87,1
101,101006,2007,296.71,89.81,192.28,219.4,186.63,162.43,181.93,203.73,176.38,355.2,234.91,249.35,2548.75,1
101,101006,2008,158.75,117.61,280.72,199.74,138.37,200.51,211.47,258.11,181.35,215.1,258.34,209.05,2429.12,0
101,101006,2009,76.76,143.62,228.71,161.99,115.52,100.21,175.2,205.22,223.75,220.25,270.4,285.35,2206.97,0
101,101006,2010,115.88,90.84,219.18,243.24,176,288.39,209.89,207.97,187.26,138.95,260.09,198.01,2335.7,0
101,101003,2000,307.29,211.82,194.34,258.14,118.18,177.57,158.69,166.81,157.98,225.11,388.59,270.14,2634.66,0
101,101003,2001,371.39,123.54,285.64,232.24,179.72,174.96,142.38,198.86,191.9,289.82,218.34,555.53,2964.32,1
101,101003,2002,196.07,64.05,95.52,156.94,243.04,109.23,293.68,137.46,172.7,62.54,328.85,315.09,2175.16,0
101,101003,2003,311.23,224.93,183.72,241.45,103.57,81.38,200.88,202.64,210.78,366.77,234.51,333.33,2695.17,0
101,101003,2004,478.33,37.71,273.14,104.9,223.75,179.02,215.03,184.6,204.4,228.5,240.55,230.38,2600.32,0
101,101003,2005,180.6,33.33,133.9,148.3,356.77,109.79,165.06,162.98,184.16,344.48,399.39,221.36,2440.11,0
101,101003,2006,379.55,147.71,101.96,252.03,223.38,255.51,203.07,168.46,152.08,135.66,226.02,729.03,2974.44,1
101,101003,2007,462.41,112.87,244.25,224.61,208.61,186.01,186.82,215.93,182.77,330.48,319.39,381.32,3055.48,1
101,101003,2008,201.53,151.68,311.37,179.94,132.61,177.23,214.71,292.33,210.18,258.84,312.6,273.58,2716.6,0
101,101003,2009,73.45,127.09,273,164.4,191.99,120.78,187.85,209.76,194.42,236.17,300.01,284.59,2363.51,0
101,101003,2010,74.34,31.66,250.3,191.4,197.61,299.89,270.78,207.67,229.74,201.2,319.14,210.91,2484.65,0
101,101004,2000,286.82,217.86,204.43,257.65,94.13,172.33,171.47,162.91,152.03,227.65,349.19,265.14,2561.6,0
101,101004,2001,379.35,132.95,272.38,212.9,159.53,171.04,149.07,214.12,160.32,255.53,212.58,568.25,2888.01,1
101,101004,2002,156,46.21,109.81,162.44,237.93,96.38,307.27,161.05,147.33,58.71,290.68,269.11,2042.92,0
101,101004,2003,256.75,182.14,179.97,233.17,96.17,58.33,189.12,175.36,197.41,314.15,181.29,298.56,2362.42,1
101,101004,2004,390.87,35.53,253.25,94.34,209.17,158.97,171.92,213.76,177.04,248.14,211.08,239.57,2403.63,0
101,101004,2005,132.72,42.17,124.73,123.24,308.36,91.12,152.97,172.61,169.39,288.13,394.76,214.09,2214.32,0
101,101004,2006,335.31,177.13,107.43,227.84,203.23,221.18,199.8,177.03,144.01,142.64,227.23,674.45,2837.29,1
101,101004,2007,410.54,83.92,209.1,209.55,185.21,199.38,182.25,200.85,162.4,347.63,274.7,417.3,2882.83,1
101,101004,2008,205.13,175.06,299.05,167.04,132.25,160.57,211.67,285.94,194.09,226.89,308.05,260.53,2626.28,0
101,101004,2009,126.36,123.51,245.19,153.26,189.95,116.27,168.19,194.6,194.17,233.34,304.41,367,2416.25,0
101,101004,2010,76.21,35.03,206.89,191.8,179.78,260.94,246.9,182.72,186.42,148.22,284.86,252.91,2252.67,0
106,106001,2000,269.48,207.3,189.33,212.43,89.51,175.53,190.91,207.09,180.04,283.51,294.89,278.14,2578.15,0
106,106001,2001,340.71,146.86,244.06,212.84,160.33,190.85,162.74,239,131.97,251.31,215.2,548.53,2844.38,0
106,106001,2002,87.51,38.22,149.57,192.07,231.58,100.67,317.67,242.97,170.58,100.42,265.68,321.52,2218.45,0
106,106001,2003,271.46,178.74,198.27,276.02,93.9,64.76,221.66,154.3,181.82,285.76,222.76,354.49,2503.95,1
106,106001,2004,218.85,43.46,209.73,102.21,215.75,148.16,179.6,211.97,174.01,334.29,239.29,356.15,2433.47,1
106,106001,2005,83.75,58.55,131.3,127.85,274.62,96.38,182.54,207.85,158.78,244.81,426.19,252.81,2245.42,0
106,106001,2006,245.04,236.99,117.1,180.23,180.07,192.92,184.55,198.6,186.33,163.24,259.91,558.95,2703.94,0
106,106001,2007,340.63,58.69,145.47,197.84,205.05,224.71,193.93,195.57,157.21,401.86,236.85,489.45,2847.26,1
106,106001,2008,209.2,215.36,302.49,173.04,133.85,154.81,221.45,276.89,208.26,236.67,331.56,312.36,2775.93,0
106,106001,2009,224.7,112.38,231.98,161.91,197.86,127.03,150.05,181.4,222.13,258.5,336.25,523.91,2728.1,0
106,106001,2010,98.85,53.73,145.8,187.57,176.65,253.15,222.95,182.57,167.81,116.87,293.22,334.19,2233.36,0
106,106002,2000,269.34,216.14,186.7,220.92,103.89,184.21,168.3,210.25,186.22,338.86,278.24,275.81,2638.91,0
106,106002,2001,364.77,127.52,274.07,180.56,158.44,201.69,145.4,233.88,106.8,255.96,216.23,657.86,2923.19,1
106,106002,2002,65.37,30.83,156.09,177.73,260.84,105.54,257.62,278.4,186.62,137.37,256.5,434.51,2347.43,1
106,106002,2003,340.24,183.45,210.64,274.8,81.06,78.47,259.21,155.05,186.04,291.05,299.28,451.13,2810.43,1
106,106002,2004,180.01,48,167.68,88,233.51,160.93,195.11,187.3,188.7,420.48,291.19,543.82,2704.73,1
106,106002,2005,72.31,63.23,129.76,133.22,272.6,114.87,189.2,184.81,175.85,224.01,518.98,314.4,2393.24,1
106,106002,2006,215.73,318.22,115.61,154.96,169.89,189.19,161.48,201.68,233.16,166.53,273.39,551.86,2751.7,0
106,106002,2007,343.91,46.67,112.49,192.26,222.32,253.38,202.08,189.69,155.31,441.47,229.08,615.24,3003.9,1
106,106002,2008,231.83,272.39,315.79,166.92,125.08,131.46,225.07,273.17,238.06,249.64,374.74,379.01,2983.16,1
106,106002,2009,328.52,91.14,246.25,170.57,236.48,142.21,127.89,164.99,229.66,288.56,380.82,680.75,3087.87,1
106,106002,2010,114.93,46.43,110.6,167.87,186.7,222.72,229.29,170.96,171.62,103.06,306.65,417.35,2248.18,1
106,106003,2000,269.94,228.39,190.27,237.5,116.06,190.59,146.5,206.06,190.11,371.12,277.04,270.96,2694.55,0
106,106003,2001,394.5,107.92,306.85,146.35,157.72,207.47,125.11,229.3,88.16,265.43,216.31,752.14,2997.26,1
106,106003,2002,60.07,24.68,154.89,156.02,290.27,108.47,206.23,295.62,194.08,161.76,251.31,523.71,2427.1,1
106,106003,2003,407.64,180.94,220.87,262.49,71.77,89.61,288.52,161.79,195.56,307.23,360.98,506.79,3054.19,1
106,106003,2004,181.49,47.43,138.95,73.33,247.19,178.23,205.83,173.88,201.82,492.01,327.15,691.81,2959.12,1
106,106003,2005,71.08,61.62,126.56,134.95,279.01,131.16,192.56,162.85,195.57,216.31,608.01,370.67,2550.34,0
106,106003,2006,203.95,379.33,112.02,141.79,167.41,189.35,143.8,203.03,268.17,166.89,278.95,569.71,2824.38,0
106,106003,2007,357.41,39.28,95.78,184.2,230.54,264.69,205.75,191.01,158.85,463.1,226.23,692.92,3109.74,0
106,106003,2008,243.56,311.61,311.77,157.59,118.67,114.24,224.01,270.82,256.23,247.71,419,431.96,3107.17,0
106,106003,2009,405.58,74.61,267.93,176.15,261.93,146.98,116.27,155.46,228.31,305.55,413.13,758.6,3310.5,1
106,106003,2010,122.67,35.36,94.99,150.48,190.35,197.07,239.51,159.11,174.95,102.39,323.72,478.67,2269.28,1
111,111001,2000,262.74,236.1,196.02,251.8,118,189.64,139.55,198.61,204.35,376.77,324.32,285.15,2783.03,0
111,111001,2001,404.94,95.94,314.81,118.52,160.78,203.5,118.8,229.3,81.35,270.01,230.55,789.41,3017.9,1
111,111001,2002,62.1,20.71,149.92,137.02,303.55,108.46,181.32,297.5,191.4,173.9,263.43,565.49,2454.79,0
111,111001,2003,441.02,168.22,223.52,243.19,68.78,100.14,301.64,167.1,202.27,330.62,396.05,530.57,3173.14,1
111,111001,2004,183.41,40.68,118.95,62.27,246.77,187.63,208.24,172.45,209.25,539.36,345.77,755.37,3070.15,0
111,111001,2005,71.48,55.29,125.21,128.32,277.34,146.94,193.78,151.34,208.22,222.52,657.26,423.45,2661.17,0
111,111001,2006,192.54,394.09,105.14,131.32,175.02,192.33,139.03,205.15,282.55,164.15,288.16,576.55,2846.03,0
111,111001,2007,353.95,33.79,91.04,170.43,224.77,252.1,204.36,200.53,174.54,458.74,226.37,682.17,3072.78,0
111,111001,2008,238.61,316.02,281.42,148.79,121.36,115.54,215.12,262.09,248,226.55,512.94,499.97,3186.42,0
111,111001,2009,455.86,65.38,293.54,179.03,262.32,141.17,120.27,156.84,217.6,306.42,451.69,748.77,3398.89,1
111,111001,2010,125.48,29.05,91.48,136.39,188.36,184.54,249.44,149.38,174.47,123.74,362.61,531.22,2346.17,1
111,111002,2000,253.08,229.38,207.31,266.71,107.04,171.76,145.99,178.82,234.55,350.38,484.89,350.41,2980.33,0
111,111002,2001,391.79,89.64,292.04,97.99,168.09,176.81,139.4,225.41,93.36,263.48,278.37,749.07,2965.46,0
111,111002,2002,68.48,20.18,142.21,122.64,290,107.08,168.59,276.89,178.69,177.04,316.01,566.82,2434.64,0
111,111002,2003,412.51,149.75,213.42,207.73,68.74,118.4,292.57,165.97,203.05,358.36,422.14,545.84,3158.46,1
111,111002,2004,168.48,32.32,98.18,55.03,220.4,178.7,203.14,171.42,214.48,562.47,358.96,718.73,2982.31,0
111,111002,2005,70.92,46.9,128.38,108.75,259.54,173.44,190.62,144.46,210.11,246.9,647.05,500.64,2727.71,0
111,111002,2006,174.68,359.89,96.43,112.34,199.8,201.33,152.52,210.77,280.79,160.7,313.05,551.14,2813.46,0
111,111002,2007,318.88,30.2,94.51,148.72,200.46,212.62,202.23,214.06,209.44,422.18,234.57,594.53,2882.41,0
111,111002,2008,217.78,275.83,227.44,135.17,136.66,140.88,196.03,245.8,213.07,196.34,702.64,605.84,3293.5,0
111,111002,2009,475.68,58.46,312.62,176.56,237.5,129.45,141.57,166.61,197.1,295.98,523.83,682.84,3398.21,0
111,111002,2010,127.62,30.92,90.59,120.33,185.66,178.27,264.27,141.91,177.9,171.41,436.64,593.85,2519.36,0
111,111003,2000,244.74,206.68,219.62,276.1,89.12,139.26,153.27,145.73,273.42,292.7,718.04,447.7,3206.37,0
111,111003,2001,364.35,81.89,251.05,83.17,178.12,130.88,182.53,209.9,123.86,246.02,333.76,658.66,2844.19,1
111,111003,2002,73.53,21.85,129.47,109.92,256.87,107.56,156.81,231.67,160.48,173.4,391.68,540.09,2353.34,0
111,111003,2003,324.53,129.3,187.97,153.82,68.26,142.17,267.14,157.56,198.56,374.26,442.53,553.31,2999.41,1
111,111003,2004,140.45,25.89,72.6,49.74,173.46,150.49,192.12,161.05,223.81,556.92,363.28,599.25,2709.08,0
111,111003,2005,69.08,37.04,132.4,79.05,235.24,206.25,181.94,135.51,200.46,278.83,574.34,594.36,2724.51,0
111,111003,2006,153.94,299.98,90.88,86.19,238.58,216.08,178.25,218.55,270.08,161.16,335.79,480.93,2730.4,0
111,111003,2007,264.61,25.92,96.06,125.22,173.89,169.01,207.07,221.98,247.23,372.59,232.77,492.8,2629.15,0
111,111003,2008,188.68,215.92,174.57,116.74,154.84,176.56,183.05,237.27,176.9,173.8,916.92,681.69,3396.94,0
111,111003,2009,459.68,48.38,307.07,165.12,211.83,122.94,168.58,173.86,175.29,285.07,600.17,600.21,3318.22,1
111,111003,2010,123.97,33.04,84.16,101.03,186.54,176.86,287.71,136.67,188.79,218.55,494.54,636.29,2668.14,0
111,111004,2000,244.74,206.68,219.62,276.1,89.12,139.26,153.27,145.73,273.42,292.7,718.04,447.7,3206.37,0
111,111004,2001,364.35,81.89,251.05,83.17,178.12,130.88,182.53,209.9,123.86,246.02,333.76,658.66,2844.19,0
111,111004,2002,73.53,21.85,129.47,109.92,256.87,107.56,156.81,231.67,160.48,173.4,391.68,540.09,2353.34,0
111,111004,2003,324.53,129.3,187.97,153.82,68.26,142.17,267.14,157.56,198.56,374.26,442.53,553.31,2999.41,1
111,111004,2004,140.45,25.89,72.6,49.74,173.46,150.49,192.12,161.05,223.81,556.92,363.28,599.25,2709.08,0
111,111004,2005,69.08,37.04,132.4,79.05,235.24,206.25,181.94,135.51,200.46,278.83,574.34,594.36,2724.51,0
111,111004,2006,153.94,299.98,90.88,86.19,238.58,216.08,178.25,218.55,270.08,161.16,335.79,480.93,2730.4,0
111,111004,2007,264.61,25.92,96.06,125.22,173.89,169.01,207.07,221.98,247.23,372.59,232.77,492.8,2629.15,0
